sender,receiver,amount,upi,timestamp,transaction_id,case_id
510000671348,510000674919,295783.00,kabir.0190@ybl,2026-01-02T10:47:00.000Z,TXN-0000158,FIR-2026-0158
510000689203,510000692774,303702.00,nikhil.0195@okicici,2026-01-02T10:58:00.000Z,TXN-0000159,FIR-2026-0159
510000707058,510000710629,311621.00,rajesh.0200@okaxis,2026-01-02T11:09:00.000Z,TXN-0000160,FIR-2026-0160
510000014284,510000000000,319540.00,aarav.0001@oksbi,2026-01-02T11:20:00.000Z,TXN-0000161,FIR-2026-0161
510000032139,510000017855,327459.00,deepak.0006@upi,2026-01-02T11:31:00.000Z,TXN-0000162,FIR-2026-0162
510000049994,510000035710,335378.00,kavya.0011@paytm,2026-01-02T11:42:00.000Z,TXN-0000163,FIR-2026-0163
510000067849,510000053565,843297.00,pooja.0016@ybl,2026-01-02T11:53:00.000Z,TXN-0000164,FIR-2026-0164
510000085704,510000071420,351216.00,rakesh.0021@okicici,2026-01-02T12:04:00.000Z,TXN-0000165,FIR-2026-0165
510000103559,510000089275,359135.00,shreya.0026@okaxis,2026-01-02T12:15:00.000Z,TXN-0000166,FIR-2026-0166
510000121414,510000107130,367054.00,aarav.0031@oksbi,2026-01-02T12:26:00.000Z,TXN-0000167,FIR-2026-0167
510000139269,510000124985,374973.00,deepak.0036@upi,2026-01-02T12:37:00.000Z,TXN-0000168,FIR-2026-0168
510000157124,510000142840,382892.00,kavya.0041@paytm,2026-01-02T12:48:00.000Z,TXN-0000169,FIR-2026-0169
510000174979,510000160695,390811.00,pooja.0046@ybl,2026-01-02T12:59:00.000Z,TXN-0000170,FIR-2026-0170
510000192834,510000178550,398730.00,rakesh.0051@okicici,2026-01-02T13:10:00.000Z,TXN-0000171,FIR-2026-0171
510000210689,510000196405,406649.00,shreya.0056@okaxis,2026-01-02T13:21:00.000Z,TXN-0000172,FIR-2026-0172
510000228544,510000214260,414568.00,aarav.0061@oksbi,2026-01-02T13:32:00.000Z,TXN-0000173,FIR-2026-0173
510000246399,510000232115,422487.00,deepak.0066@upi,2026-01-02T13:43:00.000Z,TXN-0000174,FIR-2026-0174
510000264254,510000249970,430406.00,kavya.0071@paytm,2026-01-02T13:54:00.000Z,TXN-0000175,FIR-2026-0175
510000282109,510000267825,438325.00,pooja.0076@ybl,2026-01-02T14:05:00.000Z,TXN-0000176,FIR-2026-0176
510000299964,510000285680,446244.00,rakesh.0081@okicici,2026-01-02T14:16:00.000Z,TXN-0000177,FIR-2026-0177
510000317819,510000303535,454163.00,shreya.0086@okaxis,2026-01-02T14:27:00.000Z,TXN-0000178,FIR-2026-0178
510000335674,510000321390,462082.00,aarav.0091@oksbi,2026-01-02T14:38:00.000Z,TXN-0000179,FIR-2026-0179
510000353529,510000339245,470001.00,deepak.0096@upi,2026-01-02T14:49:00.000Z,TXN-0000180,FIR-2026-0180
510000371384,510000357100,2920.00,kavya.0101@paytm,2026-01-02T15:00:00.000Z,TXN-0000181,FIR-2026-0181
510000389239,510000374955,10839.00,pooja.0106@ybl,2026-01-02T15:11:00.000Z,TXN-0000182,FIR-2026-0182
510000407094,510000392810,18758.00,rakesh.0111@okicici,2026-01-02T15:22:00.000Z,TXN-0000183,FIR-2026-0183
510000424949,510000410665,26677.00,shreya.0116@okaxis,2026-01-02T15:33:00.000Z,TXN-0000184,FIR-2026-0184
510000442804,510000428520,34596.00,aarav.0121@oksbi,2026-01-02T15:44:00.000Z,TXN-0000185,FIR-2026-0185
510000460659,510000446375,42515.00,deepak.0126@upi,2026-01-02T15:55:00.000Z,TXN-0000186,FIR-2026-0186
510000478514,510000464230,50434.00,kavya.0131@paytm,2026-01-02T16:06:00.000Z,TXN-0000187,FIR-2026-0187
510000496369,510000482085,58353.00,pooja.0136@ybl,2026-01-02T16:17:00.000Z,TXN-0000188,FIR-2026-0188
510000514224,510000499940,66272.00,rakesh.0141@okicici,2026-01-02T16:28:00.000Z,TXN-0000189,FIR-2026-0189
510000532079,510000517795,74191.00,shreya.0146@okaxis,2026-01-02T16:39:00.000Z,TXN-0000190,FIR-2026-0190
510000549934,510000535650,82110.00,aarav.0151@oksbi,2026-01-02T16:50:00.000Z,TXN-0000191,FIR-2026-0191
510000567789,510000553505,90029.00,deepak.0156@upi,2026-01-02T17:01:00.000Z,TXN-0000192,FIR-2026-0192
510000585644,510000571360,97948.00,kavya.0161@paytm,2026-01-02T17:12:00.000Z,TXN-0000193,FIR-2026-0193
510000603499,510000589215,105867.00,pooja.0166@ybl,2026-01-02T17:23:00.000Z,TXN-0000194,FIR-2026-0194
510000621354,510000607070,113786.00,rakesh.0171@okicici,2026-01-02T17:34:00.000Z,TXN-0000195,FIR-2026-0195
510000639209,510000624925,121705.00,shreya.0176@okaxis,2026-01-02T17:45:00.000Z,TXN-0000196,FIR-2026-0196
510000657064,510000642780,129624.00,aarav.0181@oksbi,2026-01-02T17:56:00.000Z,TXN-0000197,FIR-2026-0197
510000674919,510000660635,137543.00,deepak.0186@upi,2026-01-02T18:07:00.000Z,TXN-0000198,FIR-2026-0198
510000692774,510000678490,145462.00,kavya.0191@paytm,2026-01-02T18:18:00.000Z,TXN-0000199,FIR-2026-0199
510000710629,510000696345,153381.00,pooja.0196@ybl,2026-01-02T18:29:00.000Z,TXN-0000200,FIR-2026-0200
510000000000,510000003571,161300.00,aditi.0002@okaxis,2026-01-02T18:40:00.000Z,TXN-0000201,FIR-2026-0201
510000017855,510000021426,169219.00,divya.0007@oksbi,2026-01-02T18:51:00.000Z,TXN-0000202,FIR-2026-0202
510000035710,510000039281,177138.00,manoj.0012@upi,2026-01-02T19:02:00.000Z,TXN-0000203,FIR-2026-0203
510000053565,510000057136,685057.00,pranav.0017@paytm,2026-01-02T19:13:00.000Z,TXN-0000204,FIR-2026-0204
510000071420,510000074991,192976.00,riya.0022@ybl,2026-01-02T19:24:00.000Z,TXN-0000205,FIR-2026-0205
510000089275,510000092846,200895.00,suresh.0027@okicici,2026-01-02T19:35:00.000Z,TXN-0000206,FIR-2026-0206
510000107130,510000110701,208814.00,aditi.0032@okaxis,2026-01-02T19:46:00.000Z,TXN-0000207,FIR-2026-0207
510000124985,510000128556,216733.00,divya.0037@oksbi,2026-01-02T19:57:00.000Z,TXN-0000208,FIR-2026-0208
510000142840,510000146411,224652.00,manoj.0042@upi,2026-01-02T20:08:00.000Z,TXN-0000209,FIR-2026-0209
510000160695,510000164266,232571.00,pranav.0047@paytm,2026-01-02T20:19:00.000Z,TXN-0000210,FIR-2026-0210
510000178550,510000182121,240490.00,riya.0052@ybl,2026-01-02T20:30:00.000Z,TXN-0000211,FIR-2026-0211
510000196405,510000199976,248409.00,suresh.0057@okicici,2026-01-02T20:41:00.000Z,TXN-0000212,FIR-2026-0212
510000214260,510000217831,256328.00,aditi.0062@okaxis,2026-01-02T20:52:00.000Z,TXN-0000213,FIR-2026-0213
510000232115,510000235686,264247.00,divya.0067@oksbi,2026-01-02T21:03:00.000Z,TXN-0000214,FIR-2026-0214
510000249970,510000253541,272166.00,manoj.0072@upi,2026-01-02T21:14:00.000Z,TXN-0000215,FIR-2026-0215
510000267825,510000271396,280085.00,pranav.0077@paytm,2026-01-02T21:25:00.000Z,TXN-0000216,FIR-2026-0216
510000285680,510000289251,288004.00,riya.0082@ybl,2026-01-02T21:36:00.000Z,TXN-0000217,FIR-2026-0217
510000303535,510000307106,295923.00,suresh.0087@okicici,2026-01-02T21:47:00.000Z,TXN-0000218,FIR-2026-0218
510000321390,510000324961,303842.00,aditi.0092@okaxis,2026-01-02T21:58:00.000Z,TXN-0000219,FIR-2026-0219
510000339245,510000342816,311761.00,divya.0097@oksbi,2026-01-02T22:09:00.000Z,TXN-0000220,FIR-2026-0220
510000357100,510000360671,319680.00,manoj.0102@upi,2026-01-02T22:20:00.000Z,TXN-0000221,FIR-2026-0221
510000374955,510000378526,327599.00,pranav.0107@paytm,2026-01-02T22:31:00.000Z,TXN-0000222,FIR-2026-0222
510000392810,510000396381,335518.00,riya.0112@ybl,2026-01-02T22:42:00.000Z,TXN-0000223,FIR-2026-0223
510000410665,510000414236,343437.00,suresh.0117@okicici,2026-01-02T22:53:00.000Z,TXN-0000224,FIR-2026-0224
510000428520,510000432091,351356.00,aditi.0122@okaxis,2026-01-02T23:04:00.000Z,TXN-0000225,FIR-2026-0225
510000446375,510000449946,359275.00,divya.0127@oksbi,2026-01-02T23:15:00.000Z,TXN-0000226,FIR-2026-0226
510000464230,510000467801,367194.00,manoj.0132@upi,2026-01-02T23:26:00.000Z,TXN-0000227,FIR-2026-0227
510000482085,510000485656,375113.00,pranav.0137@paytm,2026-01-02T23:37:00.000Z,TXN-0000228,FIR-2026-0228
